Action, Loc y/x, Chrg Station, Floor Type, Dirt Present, North, East, South, West, Battery, Dirt Capacity
CHECK_SENSOR, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,44
MOVE, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,44
CHECK_SENSOR, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,44
MOVE, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,44
CHECK_SENSOR, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,44
MOVE, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,12.0,44
CHECK_SENSOR, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,12.0,44
MOVE, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,11.0,44
CHECK_SENSOR, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,11.0,44
MOVE, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,10.0,44
CHECK_SENSOR, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,10.0,44
MOVE, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,9.0,44
CHECK_SENSOR, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,9.0,44
MOVE, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,8.0,44
CHECK_SENSOR, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,8.0,44
MOVE, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,7.0,44
CHECK_SENSOR, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,7.0,44
MOVE, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,6.0,44
CHECK_SENSOR, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,6.0,44
MOVE, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,44
CHECK_SENSOR, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,44
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,44
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,44
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,44
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,44
MOVE, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,2.0,44
CHECK_SENSOR, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,2.0,44
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,49.0,44
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,49.0,44
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,44
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,44
MOVE, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,44
CHECK_SENSOR, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,44
MOVE, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,44
CHECK_SENSOR, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,44
MOVE, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,45.0,44
CHECK_SENSOR, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,45.0,44
MOVE, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,44.0,44
CHECK_SENSOR, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,44.0,44
MOVE, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,44
CHECK_SENSOR, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,44
MOVE, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,42.0,44
CHECK_SENSOR, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,42.0,44
MOVE, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,41.0,44
CHECK_SENSOR, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,41.0,44
MOVE, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,40.0,44
CHECK_SENSOR, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,40.0,44
MOVE, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,44
CHECK_SENSOR, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,44
MOVE, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,44
CHECK_SENSOR, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,44
MOVE, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,37.0,44
CHECK_SENSOR, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,37.0,44
MOVE, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,36.0,44
CHECK_SENSOR, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,36.0,44
MOVE, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,35.0,44
CHECK_SENSOR, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,35.0,44
MOVE, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,34.0,44
CHECK_SENSOR, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,34.0,44
MOVE, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,33.0,44
CHECK_SENSOR, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,33.0,44
MOVE, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,32.0,44
CHECK_SENSOR, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,32.0,44
MOVE, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,31.0,44
CHECK_SENSOR, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,31.0,44
MOVE, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,30.0,44
CHECK_SENSOR, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,30.0,44
MOVE, 4/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,29.0,44
CHECK_SENSOR, 4/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,29.0,44
MOVE, 4/5, No, BARE_FLOOR, No,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,28.0,44
CHECK_SENSOR, 4/5, No, BARE_FLOOR, No,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,28.0,44
MOVE, 4/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,27.0,44
CHECK_SENSOR, 4/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,27.0,44
MOVE, 4/7, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,26.0,44
CHECK_SENSOR, 4/7, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,26.0,44
SWEEP, 4/7, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,25.0,43
CHECK_SENSOR, 4/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,25.0,43
MOVE, 4/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,24.0,43
CHECK_SENSOR, 4/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,24.0,43
SWEEP, 4/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,23.0,42
CHECK_SENSOR, 4/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,23.0,42
MOVE, 4/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,22.0,42
CHECK_SENSOR, 4/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,22.0,42
MOVE, 3/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,21.0,42
CHECK_SENSOR, 3/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,21.0,42
MOVE, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,20.0,42
CHECK_SENSOR, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,20.0,42
MOVE, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,19.0,42
CHECK_SENSOR, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,19.0,42
MOVE, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,42
CHECK_SENSOR, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,42
MOVE, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,17.0,42
CHECK_SENSOR, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,17.0,42
MOVE, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,16.0,42
CHECK_SENSOR, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,16.0,42
MOVE, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,42
CHECK_SENSOR, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,42
MOVE, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,42
CHECK_SENSOR, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,42
MOVE, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,42
CHECK_SENSOR, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,42
MOVE, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,12.0,42
CHECK_SENSOR, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,12.0,42
MOVE, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,11.0,42
CHECK_SENSOR, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,11.0,42
MOVE, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,10.0,42
CHECK_SENSOR, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,10.0,42
MOVE, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,9.0,42
CHECK_SENSOR, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,9.0,42
MOVE, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,8.0,42
CHECK_SENSOR, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,8.0,42
MOVE, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,7.0,42
CHECK_SENSOR, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,7.0,42
MOVE, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,6.0,42
CHECK_SENSOR, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,6.0,42
MOVE, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,42
CHECK_SENSOR, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,42
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,42
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,42
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,42
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,42
MOVE, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,2.0,42
CHECK_SENSOR, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,2.0,42
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,49.0,42
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,49.0,42
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,42
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,42
MOVE, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,42
CHECK_SENSOR, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,42
MOVE, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,42
CHECK_SENSOR, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,42
MOVE, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,45.0,42
CHECK_SENSOR, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,45.0,42
MOVE, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,44.0,42
CHECK_SENSOR, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,44.0,42
MOVE, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,42
CHECK_SENSOR, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,42
MOVE, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,42.0,42
CHECK_SENSOR, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,42.0,42
MOVE, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,41.0,42
CHECK_SENSOR, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,41.0,42
MOVE, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,40.0,42
CHECK_SENSOR, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,40.0,42
MOVE, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,42
CHECK_SENSOR, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,42
MOVE, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,42
CHECK_SENSOR, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,42
MOVE, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,37.0,42
CHECK_SENSOR, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,37.0,42
MOVE, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,36.0,42
CHECK_SENSOR, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,36.0,42
MOVE, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,35.0,42
CHECK_SENSOR, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,35.0,42
MOVE, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,34.0,42
CHECK_SENSOR, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,34.0,42
MOVE, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,33.0,42
CHECK_SENSOR, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,33.0,42
MOVE, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,32.0,42
CHECK_SENSOR, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,32.0,42
MOVE, 4/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,31.0,42
CHECK_SENSOR, 4/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,31.0,42
MOVE, 4/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,30.0,42
CHECK_SENSOR, 4/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,30.0,42
SWEEP, 4/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,29.0,41
CHECK_SENSOR, 4/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,29.0,41
MOVE, 5/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,28.0,41
CHECK_SENSOR, 5/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,28.0,41
SWEEP, 5/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,27.0,40
CHECK_SENSOR, 5/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,27.0,40
MOVE, 5/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,26.0,40
CHECK_SENSOR, 5/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,26.0,40
SWEEP, 5/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,25.0,39
CHECK_SENSOR, 5/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,25.0,39
MOVE, 6/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,24.0,39
CHECK_SENSOR, 6/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,24.0,39
SWEEP, 6/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,23.0,38
CHECK_SENSOR, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,23.0,38
MOVE, 5/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,22.0,38
CHECK_SENSOR, 5/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,22.0,38
MOVE, 4/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,21.0,38
CHECK_SENSOR, 4/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,21.0,38
MOVE, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,20.0,38
CHECK_SENSOR, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,20.0,38
MOVE, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,19.0,38
CHECK_SENSOR, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,19.0,38
MOVE, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,38
CHECK_SENSOR, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,38
MOVE, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,17.0,38
CHECK_SENSOR, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,17.0,38
MOVE, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,16.0,38
CHECK_SENSOR, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,16.0,38
MOVE, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,38
CHECK_SENSOR, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,38
MOVE, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,38
CHECK_SENSOR, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,38
MOVE, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,38
CHECK_SENSOR, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,38
MOVE, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,12.0,38
CHECK_SENSOR, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,12.0,38
MOVE, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,11.0,38
CHECK_SENSOR, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,11.0,38
MOVE, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,10.0,38
CHECK_SENSOR, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,10.0,38
MOVE, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,9.0,38
CHECK_SENSOR, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,9.0,38
MOVE, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,8.0,38
CHECK_SENSOR, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,8.0,38
MOVE, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,7.0,38
CHECK_SENSOR, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,7.0,38
MOVE, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,6.0,38
CHECK_SENSOR, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,6.0,38
MOVE, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,38
CHECK_SENSOR, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,38
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,38
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,38
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,38
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,38
MOVE, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,2.0,38
CHECK_SENSOR, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,2.0,38
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,49.0,38
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,49.0,38
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,38
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,38
MOVE, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,38
CHECK_SENSOR, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,38
MOVE, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,38
CHECK_SENSOR, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,38
MOVE, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,45.0,38
CHECK_SENSOR, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,45.0,38
MOVE, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,44.0,38
CHECK_SENSOR, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,44.0,38
MOVE, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,38
CHECK_SENSOR, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,38
MOVE, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,42.0,38
CHECK_SENSOR, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,42.0,38
MOVE, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,41.0,38
CHECK_SENSOR, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,41.0,38
MOVE, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,40.0,38
CHECK_SENSOR, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,40.0,38
MOVE, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,38
CHECK_SENSOR, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,38
MOVE, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,38
CHECK_SENSOR, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,38
MOVE, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,37.0,38
CHECK_SENSOR, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,37.0,38
MOVE, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,36.0,38
CHECK_SENSOR, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,36.0,38
MOVE, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,35.0,38
CHECK_SENSOR, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,35.0,38
MOVE, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,34.0,38
CHECK_SENSOR, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,34.0,38
MOVE, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,33.0,38
CHECK_SENSOR, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,33.0,38
MOVE, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,32.0,38
